enrichment_targets,source_id,data_type,schema_version,enrichment_target,disease_state_names,occurrence_date,source_name,therapeutic_area_names,asset_names,stakeholder_internal_ids,stakeholder_source_ids,stakeholder_names,msl_internal_ids,msl_source_ids,msl_names,interaction_type,stakeholder_type,country,state,text
text,0b6a3de2-e409-4803-81be-da09aacc7280,insights_interaction,latest,,,2024-06-08,MSL Interactions,Oncology,Vibranium,,WB-EU-01844,Martin Emerson,,onco-eu-0024,Sabine Keller,Ulton,Avenger,Germany,,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving total tumor resolution after six treatment cycles."
text,1b46069e-c2f9-4d52-85ac-84d487bb8231,insights_interaction,latest,,,2024-06-08,MSL Interactions,Oncology,Vibranium,,WB-EU-01494,Judy Castaneda,,onco-eu-0024,Sabine Keller,Iron Man,Avenger,Belgium,,"Significant improvements in patient-reported quality of life metrics, particularly in pain management and functional capacity."
text,8d534ca1-322f-4694-a062-96ded750b269,insights_interaction,latest,,,2024-07-10,MSL Interactions,Oncology,Vibranium,,WB-EU-01864,Norma Franklin,,onco-eu-0024,Sabine Keller,Phone,X-Men,Germany,,"Mild fatigue and nausea were reported in a patient receiving Vibranium/Wakanda, resolving with supportive care."
text,ec44d880-1867-4708-aea7-ecaafeac27b7,insights_interaction,latest,,,2024-08-16,MSL Interactions,Oncology,Vibranium,,WB-EU-01531,Melinda Taylor,,onco-eu-0024,Sabine Keller,Iron Man,Avenger,Switzerland,,No consistent biomarker signature identified to predict response to Vibranium/Wakanda combination therapy.
text,dedc7703-3ebf-43db-9e71-409f1c7075d9,insights_interaction,latest,,,2024-10-31,MSL Interactions,Oncology,Vibranium,,WB-EU-01599,James Avalos,,onco-eu-0024,Sabine Keller,Phone,Wolverine,Belgium,,"Patient with advanced melanoma showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, confirmed by imaging."
text,b1af22c1-ceab-422b-9706-63d4bbedf272,insights_interaction,latest,,,2024-11-09,MSL Interactions,Oncology,Vibranium,,WB-EU-01042,James Arroyo,,onco-eu-0024,Sabine Keller,Ulton,Avenger,Belgium,,"Patient with advanced melanoma showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, confirmed by imaging."
text,43084792-4313-4ad1-a18a-fe3faef48d3d,insights_interaction,latest,,,2024-11-21,MSL Interactions,Oncology,Vibranium,,WB-EU-01623,Sherrie Ahlers,,onco-eu-0024,Sabine Keller,Iron Man,Clinical Pharmacist,Switzerland,,No clear correlation observed between baseline inflammatory markers and treatment response.
text,0ffcf1c9-0688-4e16-9a1a-0dd48fd2510b,insights_interaction,latest,,,2021-01-15,MSL Interactions,Oncology,Vibranium,,WB-US-09624,Michael Ovit,,onco-us-0034,Sandra Adams,Iron Man,X-Men,United States,NM,Simplified bi-weekly administration protocol improves patient treatment adherence
text,eb7509f6-df74-4a5a-a7ed-7590510ba902,insights_interaction,latest,,,2021-01-25,MSL Interactions,Oncology,Vibranium,,WB-US-09396,Luis Roberts,,onco-us-0034,Sandra Adams,Ulton,X-Men,United States,HI,Patients reported improved appetite and energy levels during treatment with Vibranium/Wakanda.
text,ac4b5a0f-aa47-4ccb-bd29-a01bf3482227,insights_interaction,latest,,,2021-04-17,MSL Interactions,Oncology,Vibranium,,WB-US-09370,Sharon Kennedy,,onco-us-0034,Sandra Adams,Phone,X-Men,United States,UT,"Strong correlation identified between PD-L1 expression >50% and enhanced therapeutic response, suggesting potential predictive biomarker for patient selection."
text,620d4cf0-f6d2-44a3-9a47-f64103c17d09,insights_interaction,latest,,,2021-10-08,MSL Interactions,Oncology,Vibranium,,WB-US-09396,Luis Roberts,,onco-us-0034,Sandra Adams,Ulton,X-Men,United States,HI,Emerging evidence of potential synergistic effects when combined with targeted immunotherapeutic interventions.
text,99eccc10-a761-46f8-97b1-be00801fd964,insights_interaction,latest,,,2023-01-09,MSL Interactions,Oncology,Vibranium,,WB-US-09733,Annette Villar,,onco-us-0034,Sandra Adams,Ulton,Avenger,United States,NM,No significant changes in quality of life reported by some patients.
text,f9f43dbb-8b31-4569-9260-e9dcf0bf74f7,insights_interaction,latest,,,2023-01-16,MSL Interactions,Oncology,Vibranium,,WB-US-09543,Douglas Emmons,,onco-us-0034,Sandra Adams,Iron Man,Avenger,United States,ID,The need for frequent imaging and blood tests increases the overall treatment burden.
text,10ee89d7-12e0-4020-b710-324fa0af145e,insights_interaction,latest,,,2023-04-29,MSL Interactions,Oncology,Vibranium,,WB-US-09524,Tammy Deguzman,,onco-us-0034,Sandra Adams,Phone,Avenger,United States,AZ,Cost-effectiveness analysis indicates potential healthcare system savings through reduced hospitalization and simplified treatment protocols.
text,bd9749a7-38d3-4ea8-89dc-1fbde91c240c,insights_interaction,latest,,,2023-09-28,MSL Interactions,Oncology,Vibranium,,WB-US-09922,Kenneth Grisby,,onco-us-0034,Sandra Adams,Iron Man,X-Men,United States,UT,No clear correlation was found between age and response to Vibranium/Wakanda.
text,02273e78-1def-443f-93a8-96144846c74d,insights_interaction,latest,,,2024-01-26,MSL Interactions,Oncology,Vibranium,,WB-US-09563,William Gilreath,,onco-us-0034,Sandra Adams,Phone,Deadpool,United States,WA,Moderate grade 2-3 neutropenia observed in 22% of patients during combination therapy
text,67253ad2-9a31-4370-852e-bf134396dffb,insights_interaction,latest,,,2024-02-21,MSL Interactions,Oncology,Vibranium,,WB-US-09585,Barbara Berrios,,onco-us-0034,Sandra Adams,Phone,Deadpool,United States,ID,"Increased risk of infection observed in some patients treated with Vibranium/Wakanda, possibly due to immune suppression."
text,1f2477fc-de00-48b8-bfa3-cf4663a87e36,insights_interaction,latest,,,2024-03-05,MSL Interactions,Oncology,Vibranium,,WB-US-09747,Daniel Neller,,onco-us-0034,Sandra Adams,Iron Man,Deadpool,United States,OR,"Consistent treatment response across multiple cancer subtypes, with slight variability in progression-free survival"
text,a7385375-3adf-45b1-bf45-96574be9d3eb,insights_interaction,latest,,,2024-04-09,MSL Interactions,Oncology,Vibranium,,WB-US-09457,Kelli Mccann,,onco-us-0034,Sandra Adams,Phone,X-Men,United States,WY,Early detection of response based on circulating tumor DNA analysis.
text,284bf175-3378-4320-90cf-d41618c77d6f,insights_interaction,latest,,,2024-04-24,MSL Interactions,Oncology,Vibranium,,WB-US-09624,Michael Ovit,,onco-us-0034,Sandra Adams,Ulton,X-Men,United States,NM,"Median progression-free survival of 5.7 months observed across multiple solid tumor subtypes, with heterogeneous response patterns noted."
text,1257bf7a-4220-4ebe-9909-51ff2a5cf93c,insights_interaction,latest,,,2024-05-13,MSL Interactions,Oncology,Vibranium,,WB-US-09754,Courtney Alber,,onco-us-0034,Sandra Adams,Iron Man,Avenger,United States,WY,Patient experienced grade 3 fatigue and nausea requiring dose reduction of Vibranium/Wakanda. Treatment was temporarily suspended.
text,c731599b-47e5-440f-a07d-ff89ec145066,insights_interaction,latest,,,2024-05-26,MSL Interactions,Oncology,Vibranium,,WB-US-09775,Mary Hessler,,onco-us-0034,Sandra Adams,Ulton,Avenger,United States,CA,"Strong correlation observed between PD-L1 expression levels and treatment response, predictive potential identified"
text,54e4e6e8-0a0a-4d07-b4d4-7b22c36388ae,insights_interaction,latest,,,2024-06-15,MSL Interactions,Oncology,Vibranium,,WB-US-09563,William Gilreath,,onco-us-0034,Sandra Adams,Iron Man,Deadpool,United States,WA,Treatment cost is a significant barrier to widespread adoption.
text,ac8cd5d7-55c0-4a32-af7e-13c3c9d2feb7,insights_interaction,latest,,,2024-06-28,MSL Interactions,Oncology,Vibranium,,WB-US-09554,Richard Johnson,,onco-us-0034,Sandra Adams,Iron Man,Deadpool,United States,MT,"Patients reported significantly reduced pain scores and improved performance status compared to standard chemotherapy, indicating enhanced symptomatic management."
text,9456bedc-58f0-4edc-8cf5-ec3a521abd96,insights_interaction,latest,,,2024-10-14,MSL Interactions,Oncology,Vibranium,,WB-US-09563,William Gilreath,,onco-us-0034,Sandra Adams,Phone,Deadpool,United States,WA,"Median progression-free survival of 5.7 months observed across multiple solid tumor subtypes, with heterogeneous response patterns noted."
text,d2781c07-85d1-49fa-8d52-6766083a3ffd,insights_interaction,latest,,,2024-11-18,MSL Interactions,Oncology,Vibranium,,WB-US-09397,Tonya Hurtado,,onco-us-0034,Sandra Adams,Ulton,Avenger,United States,HI,"Observed variable response rates across different tumor types, with better efficacy seen in pancreatic and colorectal cancers."
text,550dd411-ad48-49b3-bbaf-6391d592b629,insights_interaction,latest,,,2022-02-04,MSL Interactions,Oncology,Vibranium,,WB-US-01196,Michael Martinez,,onco-us-0001,Sarah Chen,Iron Man,X-Men,United States,VT,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving long-term remission after targeted therapy."
text,48a6d291-0859-423e-910d-ed0209157cd9,insights_interaction,latest,,,2022-04-24,MSL Interactions,Oncology,Vibranium,,WB-US-00041,Magnolia Burks,,onco-us-0001,Sarah Chen,Phone,X-Men,United States,VT,Significant reduction in pain scores and improved emotional well-being reported by patients undergoing combination Vibranium/Wakanda therapy.
text,a5b27e9b-3604-4da0-87de-0a813b88025e,insights_interaction,latest,,,2022-05-24,MSL Interactions,Oncology,Vibranium,,WB-US-00554,Roger Seto,,onco-us-0001,Sarah Chen,Phone,Avenger,United States,RI,Sustained response durability demonstrated in lung cancer patients with historically challenging genetic profiles.
text,d840e897-6726-4f41-98ca-82f3fe5aa915,insights_interaction,latest,,,2022-07-25,MSL Interactions,Oncology,Vibranium,,WB-US-02279,William Jordan,,onco-us-0001,Sarah Chen,Phone,Avenger,United States,ME,"A patient with recurrent ovarian cancer experienced a complete remission after six cycles of Vibranium/Wakanda therapy, a remarkable outcome considering her prior treatment history."
text,d23b37c9-d12b-4255-ad11-b6c729790ad8,insights_interaction,latest,,,2022-08-05,MSL Interactions,Oncology,Vibranium,,WB-US-00494,Richard Francis,,onco-us-0001,Sarah Chen,Ulton,Avenger,United States,NH,"Promising results in combination therapy with checkpoint inhibitors, showing synergistic effect and enhanced overall response rates"
text,87d55f37-a9ca-46ee-b244-64b8c78b64c6,insights_interaction,latest,,,2022-12-12,MSL Interactions,Oncology,Vibranium,,WB-US-02541,Craig Collins,,onco-us-0001,Sarah Chen,Iron Man,X-Men,United States,RI,"Initial phase II trial results show 62% objective response rate in advanced metastatic solid tumors, with median progression-free survival extending to 7.3 months."
text,4675e841-d136-4a86-aee2-bbbefa62e02d,insights_interaction,latest,,,2022-12-17,MSL Interactions,Oncology,Vibranium,,WB-US-00970,Victor Keppler,,onco-us-0001,Sarah Chen,Iron Man,X-Men,United States,ME,"Patient with advanced melanoma showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, confirmed by imaging."
text,c147a39d-9bc7-41a9-b145-93d57beb44e0,insights_interaction,latest,,,2023-04-09,MSL Interactions,Oncology,Vibranium,,WB-US-00931,Kelly Borst,,onco-us-0001,Sarah Chen,Ulton,Deadpool,United States,NY,"Variable response rates observed across different cancer subtypes, highlighting importance of personalized treatment strategies."
text,8ae36eb9-9d21-44d1-ad0f-38633621eede,insights_interaction,latest,,,2023-04-15,MSL Interactions,Oncology,Vibranium,,WB-US-02637,Claudia Mcbride,,onco-us-0001,Sarah Chen,Ulton,Deadpool,United States,VT,"Patient with advanced melanoma showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, confirmed by imaging."
text,9558bb67-c22d-4c3f-8a77-f06e36abc53f,insights_interaction,latest,,,2023-05-02,MSL Interactions,Oncology,Vibranium,,WB-US-01040,Herbert Moore,,onco-us-0001,Sarah Chen,Ulton,X-Men,United States,MA,The complex manufacturing process of Vibranium/Wakanda limits the immediate scalability of production.
text,b1e3f140-029a-4076-aacb-8815a3dc0df8,insights_interaction,latest,,,2023-07-06,MSL Interactions,Oncology,Vibranium,,WB-US-01102,Robert Wills,,onco-us-0001,Sarah Chen,Phone,Avenger,United States,MA,"Increased expression of PD-L1 observed in tumor biopsies post-Vibranium/Wakanda administration, suggesting potential synergistic effects with immunotherapy in subsequent treatment regimens."
text,81edae71-dbb4-48c6-a3cc-82a31f6c6ddc,insights_interaction,latest,,,2024-02-16,MSL Interactions,Oncology,Vibranium,,WB-US-02498,Austin Moris,,onco-us-0001,Sarah Chen,Phone,Wolverine,United States,VT,Quality of life remained stable in a majority of patients despite disease progression.
text,66503641-d16b-4477-8caa-0d9f2393726f,insights_interaction,latest,,,2024-09-12,MSL Interactions,Oncology,Vibranium,,WB-US-02190,Richard Garrido,,onco-us-0001,Sarah Chen,Phone,Avenger,United States,RI,"Initial phase II trial results show 62% objective response rate in advanced metastatic solid tumors, with median progression-free survival extending to 7.3 months."
text,1d528a94-a9af-4366-9a89-30ecebf952ee,insights_interaction,latest,,,2021-05-04,MSL Interactions,Oncology,Vibranium,,WB-EU-00553,Ronnie Bryant,,onco-eu-0001,Sofia Andersson,Phone,Deadpool,Denmark,,Preliminary data suggests correlation between T-cell infiltration and response to therapy.
text,c47c217a-3aec-4757-8a82-ec940482dfb4,insights_interaction,latest,,,2021-08-14,MSL Interactions,Oncology,Vibranium,,WB-EU-00528,Jeanette Yang,,onco-eu-0001,Sofia Andersson,Ulton,X-Men,Norway,,"Patient with advanced pancreatic cancer showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, exceeding initial expectations."
text,74f15f8d-5759-4fc3-a3db-62d0c6923fa3,insights_interaction,latest,,,2021-12-05,MSL Interactions,Oncology,Vibranium,,WB-EU-00165,Cindy Jones,,onco-eu-0001,Sofia Andersson,Iron Man,X-Men,Sweden,,Preliminary data suggests a potential for durable responses in a subset of patients with advanced colorectal cancer.
text,76d8c415-5436-40d9-b04a-a4ce50c71005,insights_interaction,latest,,,2021-12-06,MSL Interactions,Oncology,Vibranium,,WB-EU-00280,George Alvarez,,onco-eu-0001,Sofia Andersson,Ulton,Deadpool,Norway,,Patients reported improved appetite and energy levels during treatment with Vibranium/Wakanda.
text,89d7c079-cd2b-4684-aefc-1a55542c596f,insights_interaction,latest,,,2022-03-16,MSL Interactions,Oncology,Vibranium,,WB-EU-00475,Sybil Wilson,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Denmark,,Early detection of response based on circulating tumor DNA analysis.
text,ad5faa4c-52ab-49c0-a292-140c8b372596,insights_interaction,latest,,,2022-03-24,MSL Interactions,Oncology,Vibranium,,WB-EU-00205,Douglas Ezzelle,,onco-eu-0001,Sofia Andersson,Ulton,Deadpool,Norway,,Significant improvement in patient-reported fatigue and pain scores using the EORTC QLQ-C30 questionnaire in patients with advanced colorectal cancer treated with Vibranium compared to historical controls.
text,25ea3745-c098-4801-8017-2d3957d3f3be,insights_interaction,latest,,,2022-05-07,MSL Interactions,Oncology,Vibranium,,WB-EU-00174,Autumn Wigley,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Finland,,Emerging evidence of potential predictive value for circulating tumor DNA as early response indicator
text,26c949ec-4253-428f-93e5-806d01abb0c5,insights_interaction,latest,,,2022-09-14,MSL Interactions,Oncology,Vibranium,,WB-EU-00500,Marcella Burgess,,onco-eu-0001,Sofia Andersson,Phone,X-Men,Denmark,,Reduced metastatic progression rates in patients with early intervention using combination therapy
text,27a4ad41-e601-4220-9daf-b30714752806,insights_interaction,latest,,,2022-12-09,MSL Interactions,Oncology,Vibranium,,WB-EU-00447,Gregory Chacon,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Sweden,,"Significant survival advantage demonstrated in patients with historically challenging metastatic carcinomas, extending median overall survival."
text,3dfed764-2c59-4ae6-86e2-46d0014d4bf4,insights_interaction,latest,,,2023-04-01,MSL Interactions,Oncology,Vibranium,,WB-EU-00500,Marcella Burgess,,onco-eu-0001,Sofia Andersson,Phone,X-Men,Denmark,,The need for frequent imaging and blood tests increases the overall treatment burden.
text,f507847e-e246-4d82-8e13-cabc2e8c8a8a,insights_interaction,latest,,,2023-05-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00351,Rodney Murphree,,onco-eu-0001,Sofia Andersson,Phone,Deadpool,Finland,,No significant changes in quality of life reported in one patient with stable disease after 2 cycles.
text,8b7314e1-307d-4a5c-9646-cf646d66ad96,insights_interaction,latest,,,2023-07-14,MSL Interactions,Oncology,Vibranium,,WB-EU-00794,Roy Kapper,,onco-eu-0001,Sofia Andersson,Phone,Wolverine,Norway,,Improved patient reported outcomes (PROs) regarding pain and fatigue were noted in several patients after three cycles of treatment.
text,59f45f81-2e85-47f6-bafb-7bcc453f28a5,insights_interaction,latest,,,2023-08-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00606,George Rzeczycki,,onco-eu-0001,Sofia Andersson,Phone,X-Men,Finland,,Median progression-free survival of 8.7 months in advanced solid tumors with complex molecular profiles
text,855226b0-831d-4cb6-b3fb-da0361f159f6,insights_interaction,latest,,,2023-09-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00254,Dianna Alvarado,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Sweden,,"Median progression-free survival of 5.7 months observed across multiple solid tumor subtypes, with heterogeneous response patterns noted."
text,98fe891e-8bfd-48fc-a259-c08027c97ef1,insights_interaction,latest,,,2023-10-17,MSL Interactions,Oncology,Vibranium,,WB-EU-00660,Steven Rodriguez,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Sweden,,"Partial response observed in a patient with advanced lung cancer after 4 cycles of Vibranium/Wakanda, with a 30% reduction in tumor burden."
text,7a73e633-6691-40c1-9a29-84e5884ebc62,insights_interaction,latest,,,2023-10-24,MSL Interactions,Oncology,Vibranium,,WB-EU-00130,Stephen Perez,,onco-eu-0001,Sofia Andersson,Iron Man,X-Men,Norway,,"Treatment response appears to be heterogenous, with some patients exhibiting complete responses while others show minimal or no response."
text,dbdf3d3a-6c6d-4591-9e52-d715987620de,insights_interaction,latest,,,2023-10-28,MSL Interactions,Oncology,Vibranium,,WB-EU-00322,James Decena,,onco-eu-0001,Sofia Andersson,Iron Man,Deadpool,Finland,,No significant drug interactions detected with common co-medications in geriatric patient populations
text,22dfec32-925b-4067-ad80-f1c5aa55144e,insights_interaction,latest,,,2024-04-24,MSL Interactions,Oncology,Vibranium,,WB-EU-00551,Juanita Givens,,onco-eu-0001,Sofia Andersson,Phone,X-Men,Denmark,,Streamlined patient monitoring protocol reduces clinical assessment time and improves overall treatment management efficiency.
text,3d54c0ef-5890-4f99-9303-32ce63c941a7,insights_interaction,latest,,,2024-05-01,MSL Interactions,Oncology,Vibranium,,WB-EU-00609,Kevin Rosario,,onco-eu-0001,Sofia Andersson,Ulton,X-Men,Finland,,"Significant correlation detected between PD-L1 expression and treatment response, predictive marker identified"
text,5122613f-bbf7-46c1-8815-5f7f8bb4ab98,insights_interaction,latest,,,2024-09-10,MSL Interactions,Oncology,Vibranium,,WB-EU-00339,Laurence Mccall,,onco-eu-0001,Sofia Andersson,Ulton,Avenger,Sweden,,PD-L1 expression did not appear to be a reliable predictor of response to Vibranium/Wakanda.
text,f1b4af1f-4917-4c2f-ac09-3b766f82ed5a,insights_interaction,latest,,,2024-10-05,MSL Interactions,Oncology,Vibranium,,WB-EU-00660,Steven Rodriguez,,onco-eu-0001,Sofia Andersson,Ulton,Avenger,Sweden,,"Increased expression of PD-L1 was noted in tumor biopsies post-treatment, suggesting a potential synergy with immune checkpoint inhibitors."
text,2742b41b-ff46-4ed3-ae16-8bf543fa02e3,insights_interaction,latest,,,2024-11-29,MSL Interactions,Oncology,Vibranium,,WB-EU-00673,Nicole Charles,,onco-eu-0001,Sofia Andersson,Iron Man,Avenger,Denmark,,Sustained response durability demonstrated in lung cancer patients with historically challenging genetic profiles.
text,64f56164-8e2a-4640-bfc5-a0705e812916,insights_interaction,latest,,,2024-12-28,MSL Interactions,Oncology,Vibranium,,WB-EU-00158,Jeffrey Williams,,onco-eu-0001,Sofia Andersson,Phone,Avenger,Norway,,Preliminary data suggests a potential for durable responses in a subset of patients with advanced colorectal cancer.
text,8720deb4-d022-477f-8987-3a16232baba7,insights_interaction,latest,,,2021-02-17,MSL Interactions,Oncology,Vibranium,,WB-EU-01783,Joel Foster,,onco-eu-0034,Sophia Costa,Phone,Avenger,Austria,,"Simplified administration protocol reduces infusion time by 40%, improving patient convenience and clinic workflow efficiency."
text,b32f36fe-dac0-4de5-a72f-7f80485328f9,insights_interaction,latest,,,2021-03-09,MSL Interactions,Oncology,Vibranium,,WB-EU-01719,Patricia Gammon,,onco-eu-0034,Sophia Costa,Iron Man,X-Men,Austria,,Strong correlation between PD-L1 expression >50% and enhanced treatment response
text,455948f6-31d6-4dc4-8d03-12da2f2c80ff,insights_interaction,latest,,,2021-04-10,MSL Interactions,Oncology,Vibranium,,WB-EU-01860,Hannah Ramos,,onco-eu-0034,Sophia Costa,Iron Man,Avenger,Switzerland,,Reduction in pain levels reported by patients with bone metastases.
text,605b4ca2-1201-4d6c-ad13-6099670d7a81,insights_interaction,latest,,,2021-04-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01389,John Smith,,onco-eu-0034,Sophia Costa,Ulton,X-Men,Netherlands,,"Patient reported significant improvement in quality of life after initiating Vibranium/Wakanda.  She experienced decreased pain, improved appetite, and increased energy levels, allowing her to resume some of her daily activities."
text,b34f170f-12a5-4185-b033-8f1ed2737d2a,insights_interaction,latest,,,2021-05-27,MSL Interactions,Oncology,Vibranium,,WB-EU-01746,Jill Martin,,onco-eu-0034,Sophia Costa,Iron Man,Deadpool,Germany,,PD-L1 expression did not appear to be a reliable predictor of response to Vibranium/Wakanda.
text,d3e0ad70-204f-4ef5-92d8-6bc8a530c5c2,insights_interaction,latest,,,2021-10-22,MSL Interactions,Oncology,Vibranium,,WB-EU-01498,David Matthews,,onco-eu-0034,Sophia Costa,Phone,Avenger,Switzerland,,Development of novel companion diagnostic algorithm to improve patient stratification and personalized treatment approaches
text,a2ea6723-cb8e-4128-9283-8811af792666,insights_interaction,latest,,,2022-03-05,MSL Interactions,Oncology,Vibranium,,WB-EU-01677,Larry Reyes,,onco-eu-0034,Sophia Costa,Phone,Avenger,Austria,,Strong correlation between PD-L1 expression and treatment response observed
text,2d75f4e4-e45d-46f6-a9d2-141bdfce6306,insights_interaction,latest,,,2022-03-10,MSL Interactions,Oncology,Vibranium,,WB-EU-01449,Stanley Mercado,,onco-eu-0034,Sophia Costa,Ulton,Avenger,Switzerland,,Sustained response durability demonstrated in lung cancer patients with historically challenging genetic profiles.
text,dbd37a50-e1d3-463e-9f6d-88bbb1d58a68,insights_interaction,latest,,,2022-07-13,MSL Interactions,Oncology,Vibranium,,WB-EU-01930,Joel Lara,,onco-eu-0034,Sophia Costa,Iron Man,Avenger,Austria,,"Patient with advanced pancreatic cancer showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, exceeding initial expectations."
text,c01f00a3-1eaf-4c8e-bac1-014622faaa4f,insights_interaction,latest,,,2023-02-13,MSL Interactions,Oncology,Vibranium,,WB-EU-01719,Patricia Gammon,,onco-eu-0034,Sophia Costa,Iron Man,X-Men,Austria,,"Strong correlation detected between EGFR mutation status and treatment response, suggesting potential predictive biomarker for patient selection."
text,c6f461c9-2df0-4ec9-a34c-b89bf113110b,insights_interaction,latest,,,2023-02-16,MSL Interactions,Oncology,Vibranium,,WB-EU-00961,Bobby Defazio,,onco-eu-0034,Sophia Costa,Ulton,Avenger,Germany,,Variable patient-reported outcomes suggest individualized response experiences requiring personalized supportive care approaches.
text,b2160c28-7b0c-423e-8f54-01d225b327ea,insights_interaction,latest,,,2023-05-26,MSL Interactions,Oncology,Vibranium,,WB-EU-00960,Roger Bartkowiak,,onco-eu-0034,Sophia Costa,Phone,Deadpool,Austria,,Improved appetite and reduced pain reported by several patients.
text,edc05d27-02f0-4bb8-bb98-e02ad916c689,insights_interaction,latest,,,2023-06-22,MSL Interactions,Oncology,Vibranium,,WB-EU-00960,Roger Bartkowiak,,onco-eu-0034,Sophia Costa,Phone,Deadpool,Austria,,Strong correlation between PD-L1 expression and treatment response observed
text,7ce23f7b-790e-4c55-b91e-8581b0d659c2,insights_interaction,latest,,,2023-07-25,MSL Interactions,Oncology,Vibranium,,WB-EU-01679,Jean Soloman,,onco-eu-0034,Sophia Costa,Ulton,Clinical Pharmacist,Belgium,,Moderate effectiveness in treatment-resistant cancer subtypes with complex molecular profiles
text,8b495869-c523-4a88-991c-a3c4be3cb1f6,insights_interaction,latest,,,2023-08-24,MSL Interactions,Oncology,Vibranium,,WB-EU-01347,Mariana Pitcher,,onco-eu-0034,Sophia Costa,Iron Man,Avenger,Switzerland,,"Reported sleep disturbances and fatigue in 35% of patients, suggesting need for comprehensive supportive care interventions."
text,b68b33a9-229e-49c3-96a1-250bcd03e12e,insights_interaction,latest,,,2023-12-08,MSL Interactions,Oncology,Vibranium,,WB-EU-01000,Thomas Maldonado,,onco-eu-0034,Sophia Costa,Ulton,Avenger,Switzerland,,Streamlined patient monitoring protocol reduces clinical assessment time and improves overall treatment management efficiency.
text,673b7d5c-c992-403c-aa28-318a4360ebd0,insights_interaction,latest,,,2023-12-10,MSL Interactions,Oncology,Vibranium,,WB-EU-00832,Robert Mielke,,onco-eu-0034,Sophia Costa,Ulton,X-Men,Netherlands,,"Administration of Vibranium/Wakanda requires specialized training and expertise, potentially limiting accessibility in some clinical settings."
text,dd2270b8-0d57-4e8b-a818-ebbf41216d42,insights_interaction,latest,,,2023-12-12,MSL Interactions,Oncology,Vibranium,,WB-EU-01347,Mariana Pitcher,,onco-eu-0034,Sophia Costa,Ulton,Avenger,Switzerland,,One patient experienced Grade 3 hepatotoxicity requiring treatment discontinuation and hospitalization.  Further investigation into potential contributing factors is ongoing.
text,fde56e59-928c-40dc-8bba-dbe4cd0e8111,insights_interaction,latest,,,2024-01-29,MSL Interactions,Oncology,Vibranium,,WB-EU-01920,Angela Zenon,,onco-eu-0034,Sophia Costa,Ulton,Deadpool,Switzerland,,Variability in treatment response across different cancer stages
text,8471a4df-5658-477b-908e-3205ccf2416e,insights_interaction,latest,,,2024-07-03,MSL Interactions,Oncology,Vibranium,,WB-EU-00835,Diana Blow,,onco-eu-0034,Sophia Costa,Phone,Wolverine,Switzerland,,"Observed a wide range of response times to Vibranium/Wakanda, suggesting potential for personalized treatment approaches."
text,ae5ba421-5802-4a9a-9b30-6a9c3bc2da10,insights_interaction,latest,,,2024-11-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01952,Jennifer Johnson,,onco-eu-0034,Sophia Costa,Phone,Avenger,Austria,,Patient-reported outcome measurements indicate significant improvement in functional status and reduced pain symptoms compared to standard treatment protocols.
text,94bcde60-1403-4bd1-8e9d-431107676b12,insights_interaction,latest,,,2024-12-30,MSL Interactions,Oncology,Vibranium,,WB-EU-01860,Hannah Ramos,,onco-eu-0034,Sophia Costa,Iron Man,Avenger,Switzerland,,Patient developed grade 3 thrombocytopenia requiring treatment interruption and platelet transfusion.
text,6c8a60d8-1a1b-414f-bc83-1d633b3e302c,insights_interaction,latest,,,2021-02-23,MSL Interactions,Oncology,Vibranium,,WB-EU-02222,Sharon Cook,,onco-eu-0050,Sophie Martin,Phone,Avenger,Greece,,Preliminary data suggests correlation between T-cell infiltration and response to therapy.
text,e68e0850-be4c-43f7-8df4-d2efdf7cef36,insights_interaction,latest,,,2021-03-31,MSL Interactions,Oncology,Vibranium,,WB-EU-02764,Robert Paddock,,onco-eu-0050,Sophie Martin,Iron Man,Avenger,Spain,,Stable disease observed for over 6 months in several patients with previously refractory disease.
text,ab25bb22-bf82-442b-8659-f4d2fa89575e,insights_interaction,latest,,,2021-05-15,MSL Interactions,Oncology,Vibranium,,WB-EU-02567,Dennis Harper,,onco-eu-0050,Sophie Martin,Ulton,X-Men,Italy,,"Strong correlation detected between EGFR mutation status and treatment response, suggesting potential predictive biomarker for patient selection."
